A,B,C,fit,strange,score,text
A10,B13,C08,0,3,0,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Ant colony / stigmergy: coordination through traces left in the environment"
A10,B13,C09,1,3,3,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Clinical triage: route cases by urgency with a short standard question set"
A10,B13,C10,1,3,3,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Futures market: sell next season's output today to lock a price"
A10,B13,C11,2,3,6,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Container shipping standard (TEU): one box fits every ship, truck, crane"
A10,B13,C12,0,3,0,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Speedrun/leaderboard gaming: public live competition drives behaviour"
A10,B13,C13,0,3,0,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Tontine / rotating savings club (ROSCA): members fund each other in turn"
A10,B13,C14,1,3,3,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Prediction market: price aggregates dispersed knowledge into a probability"
A10,B13,C15,1,3,3,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Grant and subsidy money goes unclaimed; SMEs don't know or can't apply || Pharmacovigilance: tiny signals from many reports detect rare problems early"
A10,B14,C01,0,3,0,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Airline yield management: price changes by demand minute to minute"
A10,B14,C02,1,3,3,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Chess/Elo rating: ranking from pairwise outcomes, no absolute measure needed"
A10,B14,C03,0,2,0,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Blood-bank / organ matching: time-critical allocation of scarce perishable supply"
A10,B14,C04,1,3,3,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Reinsurance: pooling many small risks and selling slices to big capital"
A10,B14,C05,1,3,3,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Air-traffic control: live deconfliction of many actors in shared space"
A10,B14,C06,1,3,3,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Spotify royalties: tiny usage events settled into automatic payouts"
A10,B14,C07,1,3,3,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Carfax-style history report built from many third-party events"
A10,B14,C08,1,3,3,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Ant colony / stigmergy: coordination through traces left in the environment"
A10,B14,C09,0,2,0,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Clinical triage: route cases by urgency with a short standard question set"
A10,B14,C10,1,3,3,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Futures market: sell next season's output today to lock a price"
A10,B14,C11,1,3,3,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Container shipping standard (TEU): one box fits every ship, truck, crane"
A10,B14,C12,0,3,0,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Speedrun/leaderboard gaming: public live competition drives behaviour"
A10,B14,C13,0,3,0,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Tontine / rotating savings club (ROSCA): members fund each other in turn"
A10,B14,C14,1,3,3,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Prediction market: price aggregates dispersed knowledge into a probability"
A10,B14,C15,1,2,2,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Heatwaves: buildings overheat, elderly and workers at risk (Cyprus 45C+) || Pharmacovigilance: tiny signals from many reports detect rare problems early"
A10,B15,C01,0,3,0,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Property and utility disputes between landlords and tenants over shared costs || Airline yield management: price changes by demand minute to minute"
A10,B15,C02,1,3,3,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Property and utility disputes between landlords and tenants over shared costs || Chess/Elo rating: ranking from pairwise outcomes, no absolute measure needed"
A10,B15,C03,0,3,0,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Property and utility disputes between landlords and tenants over shared costs || Blood-bank / organ matching: time-critical allocation of scarce perishable supply"
A10,B15,C04,0,3,0,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Property and utility disputes between landlords and tenants over shared costs || Reinsurance: pooling many small risks and selling slices to big capital"
A10,B15,C05,0,3,0,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Property and utility disputes between landlords and tenants over shared costs || Air-traffic control: live deconfliction of many actors in shared space"
A10,B15,C06,1,3,3,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Property and utility disputes between landlords and tenants over shared costs || Spotify royalties: tiny usage events settled into automatic payouts"
A10,B15,C07,1,3,3,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Property and utility disputes between landlords and tenants over shared costs || Carfax-style history report built from many third-party events"
A10,B15,C08,0,3,0,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Property and utility disputes between landlords and tenants over shared costs || Ant colony / stigmergy: coordination through traces left in the environment"
A10,B15,C09,0,3,0,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Property and utility disputes between landlords and tenants over shared costs || Clinical triage: route cases by urgency with a short standard question set"
A10,B15,C10,2,3,6,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Property and utility disputes between landlords and tenants over shared costs || Futures market: sell next season's output today to lock a price"
A10,B15,C11,1,3,3,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Property and utility disputes between landlords and tenants over shared costs || Container shipping standard (TEU): one box fits every ship, truck, crane"
A10,B15,C12,0,3,0,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Property and utility disputes between landlords and tenants over shared costs || Speedrun/leaderboard gaming: public live competition drives behaviour"
A10,B15,C13,1,3,3,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Property and utility disputes between landlords and tenants over shared costs || Tontine / rotating savings club (ROSCA): members fund each other in turn"
A10,B15,C14,1,3,3,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Property and utility disputes between landlords and tenants over shared costs || Prediction market: price aggregates dispersed knowledge into a probability"
A10,B15,C15,1,3,3,"Daily free satellite imagery at 3-10m (Sentinel-2, Planet NICFI-style access) || Property and utility disputes between landlords and tenants over shared costs || Pharmacovigilance: tiny signals from many reports detect rare problems early"
A11,B01,C01,1,2,2,"Digital Product Passport requirement (ESPR, batteries first 2027) || SMEs answer many differently-worded sustainability requests from banks/customers || Airline yield management: price changes by demand minute to minute"
A11,B01,C02,3,2,6,"Digital Product Passport requirement (ESPR, batteries first 2027) || SMEs answer many differently-worded sustainability requests from banks/customers || Chess/Elo rating: ranking from pairwise outcomes, no absolute measure needed"
A11,B01,C03,2,2,4,"Digital Product Passport requirement (ESPR, batteries first 2027) || SMEs answer many differently-worded sustainability requests from banks/customers || Blood-bank / organ matching: time-critical allocation of scarce perishable supply"
A11,B01,C04,2,2,4,"Digital Product Passport requirement (ESPR, batteries first 2027) || SMEs answer many differently-worded sustainability requests from banks/customers || Reinsurance: pooling many small risks and selling slices to big capital"
A11,B01,C05,1,2,2,"Digital Product Passport requirement (ESPR, batteries first 2027) || SMEs answer many differently-worded sustainability requests from banks/customers || Air-traffic control: live deconfliction of many actors in shared space"
A11,B01,C06,3,2,6,"Digital Product Passport requirement (ESPR, batteries first 2027) || SMEs answer many differently-worded sustainability requests from banks/customers || Spotify royalties: tiny usage events settled into automatic payouts"
A11,B01,C07,4,2,8,"Digital Product Passport requirement (ESPR, batteries first 2027) || SMEs answer many differently-worded sustainability requests from banks/customers || Carfax-style history report built from many third-party events"
A11,B01,C08,1,2,2,"Digital Product Passport requirement (ESPR, batteries first 2027) || SMEs answer many differently-worded sustainability requests from banks/customers || Ant colony / stigmergy: coordination through traces left in the environment"
A11,B01,C09,2,2,4,"Digital Product Passport requirement (ESPR, batteries first 2027) || SMEs answer many differently-worded sustainability requests from banks/customers || Clinical triage: route cases by urgency with a short standard question set"
A11,B01,C10,1,2,2,"Digital Product Passport requirement (ESPR, batteries first 2027) || SMEs answer many differently-worded sustainability requests from banks/customers || Futures market: sell next season's output today to lock a price"
A11,B01,C11,5,2,10,"Digital Product Passport requirement (ESPR, batteries first 2027) || SMEs answer many differently-worded sustainability requests from banks/customers || Container shipping standard (TEU): one box fits every ship, truck, crane"
A11,B01,C12,1,2,2,"Digital Product Passport requirement (ESPR, batteries first 2027) || SMEs answer many differently-worded sustainability requests from banks/customers || Speedrun/leaderboard gaming: public live competition drives behaviour"
